title,original_title,popularity,vote_average,vote_count,release_date
New Year's Eve,New Year's Eve,18.579,5.9,2107,2011-12-08
"Grande, grosso e Verdone","Grande, grosso e Verdone",7.841,5.877,381,2008-03-07
Butter,Butter,13.484,5.874,392,2012-10-05
I Could Never Be Your Woman,I Could Never Be Your Woman,19.08,5.9,412,2007-05-11
RoboCop,RoboCop,32.073,5.9,5449,2014-01-30
Legion,Legion,35.411,5.875,2594,2010-01-21
Horsemen,Horsemen,17.04,5.9,540,2009-02-06
Herbie Goes to Monte Carlo,Herbie Goes to Monte Carlo,16.946,5.9,312,1977-06-24
Racing Stripes,Racing Stripes,22.324,5.9,604,2005-01-06
Sentinelle,Sentinelle,23.102,5.874,582,2021-03-05
Gringo,Gringo,15.342,5.9,725,2018-03-08
A Perfect Plan,Un plan parfait,10.466,5.9,608,2012-10-29
Greenberg,Greenberg,10.543,5.874,553,2010-03-26
The Rum Diary,The Rum Diary,19.252,5.9,1213,2011-10-13
Pushing Tin,Pushing Tin,15.647,5.9,389,1999-04-23
No One Gets Out Alive,No One Gets Out Alive,19.367,5.872,633,2021-09-29
Barnyard,Barnyard,29.881,5.9,1074,2006-08-04
Little Nicky,Little Nicky,30.721,5.872,1793,2000-11-10
The Crow,The Crow,374.135,5.9,744,2024-08-21
Beverly Hills Cop III,Beverly Hills Cop III,27.284,5.9,1873,1994-05-24
Gnomeo & Juliet,Gnomeo & Juliet,27.882,5.9,1929,2011-01-13
Tamara Drewe,Tamara Drewe,13.057,5.9,433,2010-07-14
365 Days: This Day,365 dni: Ten dzień,195.822,5.869,1521,2022-04-26
USS Indianapolis: Men of Courage,USS Indianapolis: Men of Courage,33.505,5.9,591,2016-09-22
Exodus: Gods and Kings,Exodus: Gods and Kings,62.769,5.869,4511,2014-12-03
Nothing to Declare,Rien à déclarer,14.037,5.868,1096,2010-12-20
Friday the 13th Part III,Friday the 13th Part III,35.479,5.867,1384,1982-08-13
A Guy Thing,A Guy Thing,14.085,5.9,335,2003-01-17
The Hitcher,The Hitcher,15.87,5.9,911,2007-01-19
Abduction,Abduction,18.392,5.866,2853,2011-09-22
Problem Child 2,Problem Child 2,16.859,5.9,596,1991-07-03
Beerfest,Beerfest,16.063,5.9,536,2006-08-25
The Wolfman,The Wolfman,33.784,5.9,1972,2010-02-10
The Spy Next Door,The Spy Next Door,27.23,5.9,1285,2010-01-15
Drop Dead Fred,Drop Dead Fred,13.971,5.9,363,1991-04-19
RV,RV,21.99,5.9,1657,2006-04-28
The Big Wedding,The Big Wedding,14.245,5.9,1146,2013-04-25
Black Water,Black Water,20.312,5.9,332,2007-06-01
Blade: Trinity,Blade: Trinity,40.627,5.9,3865,2004-12-08
Planet 51,Planet 51,20.594,5.9,2014,2009-11-19
Escape from L.A.,Escape from L.A.,20.152,5.86,1417,1996-08-09
Mom or Dad?,Mamma o papà?,8.635,5.861,627,2017-02-14
Hitman: Agent 47,Hitman: Agent 47,54.846,5.861,3023,2015-08-20
The Cobbler,The Cobbler,20.413,5.9,1639,2014-09-11
Stockholm,Stockholm,11.668,5.9,377,2019-04-12
Borderlands,Borderlands,231.301,5.9,779,2024-08-07
When the Bough Breaks,When the Bough Breaks,16.165,5.9,389,2016-09-09
Into the Forest,Into the Forest,16.518,5.9,661,2016-06-03
Super Troopers 2,Super Troopers 2,14.377,5.9,458,2018-04-19
Identity Thief,Identity Thief,24.354,5.9,3301,2013-02-07
Leprechaun 3,Leprechaun 3,24.143,5.859,312,1995-06-27
The Benchwarmers,The Benchwarmers,16.837,5.853,858,2006-04-07
The Comeback Trail,The Comeback Trail,17.212,5.9,309,2020-11-12
We Accept Miracles,Si accettano miracoli,7.714,5.9,424,2015-01-02
The Bounty Hunter,The Bounty Hunter,17.718,5.9,2828,2010-03-16
Doghouse,Doghouse,14.485,5.9,357,2009-06-11
A Nightmare on Elm Street 4: The Dream Master,A Nightmare on Elm Street 4: The Dream Master,31.771,5.9,1409,1988-08-19
Antrum,Antrum,23.008,5.855,311,2018-10-14
All My Friends Are Dead,Wszyscy moi przyjaciele nie żyją,16.937,5.9,340,2020-12-28
Coriolanus,Coriolanus,17.025,5.9,443,2011-02-14
Battleship,Battleship,38.704,5.9,5466,2012-04-11
Simply Black,Tout simplement noir,8.39,5.9,419,2020-07-08
It Comes at Night,It Comes at Night,14.19,5.9,2340,2017-06-09
Kung Fu Yoga,功夫瑜伽,19.966,5.9,374,2017-01-27
A Good Old Fashioned Orgy,A Good Old Fashioned Orgy,18.199,5.9,319,2011-09-02
Dead Weight,Le Boulet,14.706,5.9,371,2002-04-10
3 Men and a Little Lady,3 Men and a Little Lady,16.389,5.9,519,1990-11-21
Lying and Stealing,Lying and Stealing,25.784,5.9,351,2019-07-12
Coexister,Coexister,8.032,5.9,383,2017-10-11
Poseidon,Poseidon,27.122,5.8,2118,2006-05-03
Antigang,Antigang,22.553,5.8,338,2015-08-19
Automata,Autómata,37.738,5.8,1635,2014-10-09
Death Race: Inferno,Death Race: Inferno,39.967,5.8,748,2013-01-04
Only God Forgives,Only God Forgives,19.841,5.8,2397,2013-05-30
Mortal Kombat,Mortal Kombat,23.846,5.8,2250,1995-08-18
Blood: The Last Vampire,Blood: The Last Vampire,20.176,5.8,371,2009-04-02
Tesla,Tesla,17.766,5.847,324,2020-08-14
The Five-Year Engagement,The Five-Year Engagement,17.061,5.847,1306,2012-04-27
Four Rooms,Four Rooms,22.231,5.8,2626,1995-12-09
In Bed with Victoria,Victoria,9.913,5.8,480,2016-09-14
Love Happens,Love Happens,13.658,5.8,663,2009-09-18
Undercover Brother,Undercover Brother,19.118,5.8,370,2002-05-31
Mighty Morphin Power Rangers: The Movie,Mighty Morphin Power Rangers: The Movie,20.289,5.8,693,1995-06-30
One Night at McCool's,One Night at McCool's,12.77,5.8,333,2001-04-19
Missing in Action,Missing in Action,21.015,5.8,477,1984-11-16
2012,2012,55.368,5.844,11880,2009-10-10
Dennis the Menace,Dennis the Menace,24.12,5.8,1444,1993-06-24
3000 Miles to Graceland,3000 Miles to Graceland,16.981,5.8,633,2001-02-23
Our Brand Is Crisis,Our Brand Is Crisis,15.806,5.8,487,2015-09-11
The Rookie,The Rookie,16.959,5.8,533,1990-12-07
S.W.A.T.: Under Siege,S.W.A.T.: Under Siege,34.035,5.8,366,2017-08-01
Night Moves,Night Moves,11.284,5.8,327,2014-04-23
Jack the Giant Slayer,Jack the Giant Slayer,51.592,5.8,4868,2013-02-27
Hostel: Part II,Hostel: Part II,23.109,5.8,1997,2007-06-07
F*&% the Prom,F*&% the Prom,10.458,5.8,409,2017-12-05
Death at a Funeral,Death at a Funeral,23.994,5.8,965,2010-04-15
Striking Distance,Striking Distance,18.097,5.8,802,1993-09-17
Cam,Cam,9.884,5.8,1456,2018-10-01
The Blackcoat's Daughter,The Blackcoat's Daughter,15.142,5.841,655,2017-03-31
Prey,Prey,24.12,5.841,370,2007-05-18
Charlie's Angels,Charlie's Angels,33.124,5.8,4121,2000-11-02
The Brothers Grimm,The Brothers Grimm,27.038,5.8,2719,2005-08-26
Welcome to the Punch,Welcome to the Punch,13.399,5.8,642,2013-03-15
Open Season 2,Open Season 2,24.553,5.8,1199,2008-09-24
Under Siege 2: Dark Territory,Under Siege 2: Dark Territory,27.282,5.8,901,1995-07-13
Shadow in the Cloud,Shadow in the Cloud,22.464,5.8,960,2020-12-31
In the Blood,In the Blood,11.5,5.8,349,2014-04-04
Money Train,Money Train,18.6,5.8,755,1995-11-21
A Hologram for the King,A Hologram for the King,17.324,5.8,1124,2016-04-22
The Presidio,The Presidio,16.036,5.8,328,1988-06-10
Fading Gigolo,Fading Gigolo,13.633,5.836,574,2013-09-07
The Two Faces of January,The Two Faces of January,13.294,5.8,665,2014-05-16
Return to Sleepaway Camp,Return to Sleepaway Camp,8.532,5.8,315,2008-11-04
Cirque du Freak: The Vampire's Assistant,Cirque du Freak: The Vampire's Assistant,31.209,5.832,1081,2009-10-23
Big Fat Liar,Big Fat Liar,21.819,5.835,796,2002-02-08
The Eye,The Eye,16.61,5.8,1025,2008-02-01
R.I.P.D.,R.I.P.D.,28.279,5.8,3957,2013-07-18
13,13,15.532,5.8,799,2010-03-12
Ava,Ava,36.946,5.8,2554,2020-07-02
One Wild Moment,Un moment d'égarement,23.96,5.8,1013,2015-06-24
Resident Evil: Retribution,Resident Evil: Retribution,4.028,5.833,3957,2012-09-12
La Abuela (The Grandmother),La abuela,19.833,5.8,443,2022-01-28
7 Days in Entebbe,7 Days in Entebbe,16.54,5.8,408,2018-03-15
New in Town,New in Town,19.433,5.8,477,2009-01-30
Replicant,Replicant,14.561,5.8,465,2001-05-11
Sgt. Bilko,Sgt. Bilko,10.751,5.8,345,1996-03-29
A Family Affair,A Family Affair,49.9,5.8,532,2024-06-27
Huesera: The Bone Woman,Huesera,23.053,5.8,320,2023-02-10
The Boss,The Boss,14.923,5.8,1314,2016-04-07
Jane Got a Gun,Jane Got a Gun,13.659,5.8,805,2015-12-31
Chopping Mall,Chopping Mall,10.704,5.8,354,1986-03-21
Extract,Extract,11.494,5.831,593,2009-09-03
Maximum Overdrive,Maximum Overdrive,18.239,5.8,741,1986-07-25
Crocodile Dundee II,Crocodile Dundee II,16.119,5.8,1083,1988-05-19
A Classic Horror Story,A Classic Horror Story,19.182,5.8,935,2021-07-01
Pet,Pet,13.605,5.8,648,2016-09-24
The Family Fang,The Family Fang,13.3,5.8,320,2016-04-16
The Captive,The Captive,30.053,5.8,1082,2014-09-05
The Pink Panther,The Pink Panther,21.996,5.8,1899,2006-02-10
My Name Is Bruce,My Name Is Bruce,6.903,5.8,330,2007-10-01
Phantom,Phantom,18.081,5.8,316,2013-01-03
The Killer Inside Me,The Killer Inside Me,13.557,5.8,569,2010-02-19
The Black Hole,The Black Hole,15.452,5.8,477,1979-12-18
Blue Steel,Blue Steel,18.574,5.8,391,1990-03-16
Cold Pursuit,Cold Pursuit,32.059,5.8,2558,2019-02-07
Barbecue,Barbecue,8.621,5.8,682,2014-04-30
The Campaign,The Campaign,20.285,5.827,1719,2012-08-09
Death Race 2,Death Race 2,36.511,5.8,1086,2010-11-12
54,54,17.581,5.8,465,1998-08-28
Dom Hemingway,Dom Hemingway,15.835,5.8,500,2013-11-14
21 & Over,21 & Over,16.476,5.8,1501,2013-03-01
Husk,Husk,13.216,5.8,324,2011-01-28
Bunraku,Bunraku,15.07,5.8,312,2010-09-01
The Funhouse,The Funhouse,16.646,5.8,388,1981-03-13
Picture Perfect,Picture Perfect,12.463,5.8,416,1997-08-01
Meatballs,Meatballs,19.179,5.8,302,1979-06-28
The Little Hours,The Little Hours,20.599,5.825,563,2017-06-30
The Midnight Man,The Midnight Man,13.382,5.8,412,2016-09-30
Neighbors 2: Sorority Rising,Neighbors 2: Sorority Rising,27.724,5.8,4371,2016-05-04
Starship Troopers: Invasion,Starship Troopers: Invasion,22.181,5.8,383,2012-08-28
Frenemies,Frenemies,15.707,5.8,427,2012-01-13
The Object of My Affection,The Object of My Affection,12.081,5.8,304,1998-04-17
The Stepfather,The Stepfather,18.668,5.8,859,2009-10-16
Censor,Censor,15.274,5.8,375,2021-06-11
Cult of Chucky,Cult of Chucky,41.302,5.8,1273,2017-10-12
Reasonable Doubt,Reasonable Doubt,13.616,5.8,552,2014-01-17
Hard Rain,Hard Rain,20.684,5.8,702,1998-01-16
Failure to Launch,Failure to Launch,28.135,5.8,1631,2006-03-10
Ma,Ma,21.415,5.821,2175,2019-05-29
Italiano medio,Italiano medio,7.418,5.8,476,2015-01-29
Very Good Girls,Very Good Girls,13.605,5.82,424,2013-01-22
Leatherheads,Leatherheads,11.927,5.8,445,2008-03-24
The Jack in the Box,The Jack in the Box,21.187,5.8,427,2019-11-09
10 Years,10 Years,12.969,5.8,534,2012-09-14
Wind Chill,Wind Chill,20.818,5.8,461,2007-04-27
Big Momma's House,Big Momma's House,27.616,5.8,2278,2000-05-31
The Final Conflict,The Final Conflict,29.996,5.8,559,1981-03-20
To the Wonder,To the Wonder,12.745,5.8,481,2013-02-22
Saludos Amigos,Saludos Amigos,19.694,5.8,461,1942-08-24
Alfie,Alfie,15.001,5.8,791,2004-10-22
Drillbit Taylor,Drillbit Taylor,21.281,5.8,1012,2008-02-04
3 from Hell,3 from Hell,16.8,5.8,473,2019-09-16
The Atticus Institute,The Atticus Institute,17.785,5.8,315,2015-01-20
The Parisian Bitch,"Connasse, princesse des cœurs",6.786,5.8,468,2015-04-29
Puppet Master,Puppet Master,17.676,5.815,343,1989-10-12
Deep Water,Deep Water,69.127,5.8,1358,2022-03-18
Vox Lux,Vox Lux,13.152,5.8,469,2018-09-07
Marauders,Marauders,19.161,5.8,642,2016-07-01
Redirected,Redirected,12.933,5.8,358,2014-01-10
Absentia,Absentia,23.122,5.8,334,2011-03-03
Fantozzi in Heaven,Fantozzi in paradiso,7.151,5.8,362,1993-12-21
Mystery Men,Mystery Men,15.461,5.814,812,1999-08-06
Punisher: War Zone,Punisher: War Zone,22.527,5.8,1129,2008-12-05
The X Files: I Want to Believe,The X Files: I Want to Believe,20.568,5.8,1485,2008-07-24
Race to Witch Mountain,Race to Witch Mountain,25.014,5.8,1689,2009-03-12
Beethoven,Beethoven,30.685,5.8,2050,1992-04-03
Firewall,Firewall,15.256,5.812,935,2006-02-08
Come tu mi vuoi,Come tu mi vuoi,5.745,5.811,560,2007-10-09
Pinocchio,Pinocchio,12.518,5.8,755,2002-10-11
Raw Deal,Raw Deal,18.084,5.8,773,1986-06-06
That's My Boy,That's My Boy,38.327,5.8,1933,2012-06-14
Bandslam,Bandslam,13.945,5.8,452,2009-08-06
Starsky & Hutch,Starsky & Hutch,17.557,5.8,2281,2004-03-05
Mary Reilly,Mary Reilly,15.786,5.8,313,1996-02-23
Sweet Virginia,Sweet Virginia,14.965,5.8,303,2017-11-17
Expelled,Expelled,9.091,5.8,448,2014-12-12
Suddenly Heaven,Il paradiso all'improvviso,6.398,5.8,348,2003-12-19
Air America,Air America,18.038,5.8,572,1990-08-10
The Core,The Core,34.572,5.8,1858,2003-03-28
Alvin and the Chipmunks,Alvin and the Chipmunks,55.162,5.8,4408,2007-12-13
The Doorman,The Doorman,36.197,5.808,414,2020-10-01
Trigger Warning,Trigger Warning,61.241,5.8,458,2024-06-20
1941,1941,17.133,5.8,600,1979-12-14
Fred Claus,Fred Claus,27.539,5.8,831,2007-11-09
SAS: Red Notice,SAS: Red Notice,24.361,5.8,523,2021-08-11
Hangman,Hangman,10.397,5.8,580,2017-12-22
Laws of Attraction,Laws of Attraction,12.243,5.8,411,2004-04-04
The Bride,Невеста,9.664,5.8,348,2017-01-19
Father Figures,Father Figures,14.6,5.8,620,2017-12-21
Analyze That,Analyze That,16.988,5.8,1216,2002-12-06
Trainwreck,Trainwreck,30.794,5.8,2554,2015-07-17
Priest,Priest,22.02,5.8,2241,2011-05-05
Stay Alive,Stay Alive,15.595,5.8,739,2006-03-24
Police Academy 3: Back in Training,Police Academy 3: Back in Training,23.921,5.804,1204,1986-03-20
Mother/Android,Mother/Android,14.69,5.8,744,2021-12-17
The Three Musketeers,The Three Musketeers,24.445,5.8,2606,2011-08-31
Judge Dredd,Judge Dredd,29.66,5.8,2455,1995-06-30
47 Meters Down,47 Meters Down,20.815,5.8,2710,2017-05-25
Encino Man,Encino Man,16.485,5.797,642,1992-05-22
6 Below: Miracle on the Mountain,6 Below: Miracle on the Mountain,19.098,5.8,357,2017-10-12
Scary Movie 2,Scary Movie 2,95.31,5.8,4609,2001-07-04
The Vigil,The Vigil,9.319,5.799,386,2020-07-01
Fantasy Island,Fantasy Island,19.374,5.8,2430,2020-02-12
Spy Kids,Spy Kids,31.21,5.8,3413,2001-03-18
I Think We're Alone Now,I Think We're Alone Now,16.115,5.8,388,2018-09-14
House at the End of the Street,House at the End of the Street,17.352,5.8,1783,2012-09-21
Four Christmases,Four Christmases,26.477,5.8,1119,2008-11-26
Christmas with a View,Christmas with a View,16.728,5.8,303,2018-11-01
Robinson Crusoe,Robinson Crusoe,20.914,5.797,328,2016-02-04
Cutthroat Island,Cutthroat Island,22.357,5.8,539,1995-12-22
Batman Ninja,ニンジャバットマン,18.638,5.8,842,2018-06-15
Hostile,Hostile,15.273,5.8,363,2018-03-08
Morgan,Morgan,14.896,5.8,1468,2016-09-01
Bounce,Bounce,14.176,5.8,384,2000-11-15
Love and Other Disasters,Love and Other Disasters,14.925,5.8,322,2006-09-09
Spiderhead,Spiderhead,29.646,5.8,1521,2022-06-17
Trespass Against Us,Trespass Against Us,13.797,5.8,322,2016-10-14
Young Adult,Young Adult,14.347,5.8,1234,2011-11-11
The Perfect Score,The Perfect Score,15.823,5.8,460,2004-01-30
Eight Legged Freaks,Eight Legged Freaks,25.534,5.791,1220,2002-07-17
100 Girls,100 Girls,12.12,5.8,451,2000-09-01
Arthur 3: The War of the Two Worlds,Arthur 3: la guerre des deux mondes,20.388,5.8,1516,2010-08-22
Not Another Teen Movie,Not Another Teen Movie,32.318,5.8,2054,2001-12-07
A Nightmare on Elm Street Part 2: Freddy's Revenge,A Nightmare on Elm Street Part 2: Freddy's Revenge,45.591,5.8,1852,1985-11-01
Vanity Fair,Vanity Fair,12.324,5.8,332,2004-09-01
Perfect Stranger,Perfect Stranger,22.277,5.8,917,2007-04-11
Are We Done Yet?,Are We Done Yet?,20.41,5.8,607,2007-04-04
Fantastic Four,Fantastic Four,41.903,5.8,9246,2005-06-29
The Alamo,The Alamo,14.838,5.8,327,2004-04-07
To Rome with Love,To Rome with Love,14.694,5.8,1982,2012-04-20
Tremors 3: Back to Perfection,Tremors 3: Back to Perfection,25.715,5.782,618,2001-10-02
Ricki and the Flash,Ricki and the Flash,16.409,5.784,696,2015-07-10
Battle: Los Angeles,Battle: Los Angeles,33.156,5.784,3393,2011-03-08
The French Kissers,Les Beaux Gosses,7.904,5.784,435,2009-06-10
Kicking & Screaming,Kicking & Screaming,19.111,5.8,624,2005-05-13
Family Is Family,La Ch'tite Famille,14.622,5.8,720,2018-02-28
Bad Ass,Bad Ass,13.574,5.8,397,2012-04-12
The Swarm,La Nuée,8.176,5.782,458,2021-04-09
Clown,Clown,63.708,5.8,1350,2014-11-13
Welcome to the North,Benvenuti al Nord,8.745,5.782,1291,2012-01-18
The Hole,The Hole,13.684,5.8,714,2009-09-09
Just Married,Just Married,20.775,5.8,1340,2003-01-08
Arkansas,Arkansas,13.964,5.8,310,2020-05-05
The Hills Run Red,The Hills Run Red,24.798,5.8,302,2009-09-29
Once Bitten,Once Bitten,20.704,5.8,304,1985-11-15
Hercules,Hercules,58.167,5.779,4039,2014-07-23
Don't Be Afraid of the Dark,Don't Be Afraid of the Dark,21.457,5.8,1027,2010-11-06
War on Everyone,War on Everyone,11.35,5.778,412,2016-10-07
Black Sheep,Black Sheep,16.142,5.8,743,2007-03-29
MILF,MILF,29.133,5.8,544,2018-05-02
Men Vs Women,Maschi contro femmine,8.46,5.8,675,2010-10-27
Curve,Curve,22.207,5.776,470,2015-08-31
Annabelle,Annabelle,45.849,5.8,6084,2014-10-02
G.I. Joe: The Rise of Cobra,G.I. Joe: The Rise of Cobra,47.14,5.775,4574,2009-08-03
The Double,The Double,13.278,5.774,647,2011-10-27
Herbie Fully Loaded,Herbie Fully Loaded,28.636,5.774,2254,2005-06-22
The Nut Job,The Nut Job,22.848,5.773,946,2014-01-17
Rocky V,Rocky V,37.963,5.8,3154,1990-11-16
The Ward,The Ward,15.373,5.8,1187,2010-09-13
Cry_Wolf,Cry_Wolf,11.762,5.8,534,2005-09-16
Superman Returns,Superman Returns,33.799,5.8,4149,2006-06-28
Project 'Gemini',Звёздный разум,32.552,5.775,440,2022-01-06
Fortress,Fortress,16.25,5.8,333,2021-12-17
30 Minutes or Less,30 Minutes or Less,15.0,5.8,1686,2011-08-11
The Smurfs,The Smurfs,33.795,5.8,3717,2011-07-29
The Skulls,The Skulls,14.627,5.8,542,2000-03-31
Nine Lives,Nine Lives,20.197,5.8,1057,2016-08-03
The Forger,The Forger,11.746,5.8,365,2014-09-10
The To Do List,The To Do List,19.921,5.768,999,2013-07-24
Hatchet,Hatchet,18.65,5.8,635,2006-04-27
Backtrack,Backtrack,13.284,5.767,360,2015-07-25
Lost River,Lost River,12.929,5.8,596,2015-04-08
Fantozzi The Return,Fantozzi - Il ritorno,7.015,5.8,373,1996-12-20
Domestic Disturbance,Domestic Disturbance,14.335,5.8,416,2001-10-28
Destination Wedding,Destination Wedding,15.779,5.8,744,2018-08-02
The Three Stooges,The Three Stooges,21.742,5.8,578,2012-04-13
Big Momma's House 2,Big Momma's House 2,41.299,5.8,1575,2006-01-26
88 Minutes,88 Minutes,16.899,5.8,1061,2007-02-14
Naked,Naked,16.204,5.8,1269,2017-08-11
The Smurfs 2,The Smurfs 2,41.74,5.8,2176,2013-07-30
Kiss Me Again,Baciami ancora,8.514,5.8,371,2010-01-29
Stuart Little 2,Stuart Little 2,22.743,5.8,2386,2002-07-19
The Resident,The Resident,13.503,5.8,615,2011-02-10
Paranormal Activity 2,Paranormal Activity 2,19.083,5.8,2406,2010-10-20
I Spit on Your Grave III: Vengeance Is Mine,I Spit on Your Grave III: Vengeance Is Mine,46.985,5.8,941,2015-10-01
Hop,Hop,19.661,5.8,1252,2011-03-30
The Chase,The Chase,14.58,5.8,346,1994-03-04
Marlowe,Marlowe,18.577,5.761,357,2023-02-15
Special Correspondents,Special Correspondents,12.519,5.761,509,2016-04-22
Texas Killing Fields,Texas Killing Fields,14.71,5.8,471,2011-10-14
Collateral Damage,Collateral Damage,26.841,5.8,1354,2002-02-06
Multiplicity,Multiplicity,17.002,5.8,534,1996-07-19
Ratchet & Clank,Ratchet & Clank,16.9,5.8,611,2016-04-13
The Order,The Order,12.626,5.8,351,2003-09-05
The Reaping,The Reaping,16.431,5.8,810,2007-04-05
Boo 2! A Madea Halloween,Boo 2! A Madea Halloween,14.826,5.8,473,2017-10-20
A Christmas Horror Story,A Christmas Horror Story,16.329,5.8,324,2015-07-20
Any Which Way You Can,Any Which Way You Can,21.986,5.8,327,1980-12-17
Planet of the Apes,Planet of the Apes,32.984,5.8,4029,2001-07-25
The Tunnel,The Tunnel,10.865,5.8,366,2011-05-19
French Women,Sous les jupes des filles,11.712,5.8,363,2014-06-04
Quarantine,Quarantine,13.574,5.8,1226,2008-10-10
Into the Woods,Into the Woods,23.704,5.8,4219,2014-12-24
Obsessed,Obsessed,17.608,5.8,642,2009-02-26
Ben 10: Race Against Time,Ben 10: Race Against Time,20.351,5.8,316,2008-02-11
Exit Wounds,Exit Wounds,25.898,5.8,477,2001-03-16
When a Stranger Calls,When a Stranger Calls,16.31,5.8,1030,2006-02-03
"Oh, Ramona!","Oh, Ramona!",14.311,5.8,407,2019-02-14
Aftermath,Aftermath,21.009,5.8,885,2017-02-28
The Bay,The Bay,11.842,5.751,749,2012-09-13
The NeverEnding Story II: The Next Chapter,The NeverEnding Story II: The Next Chapter,22.918,5.8,794,1990-10-25
The Manual of Love,Manuale d'amore,8.004,5.751,315,2005-03-18
Sausage Party,Sausage Party,53.088,5.8,7236,2016-07-11
Henry's Crime,Henry's Crime,9.239,5.8,334,2010-01-14
City by the Sea,City by the Sea,17.8,5.8,342,2002-09-06
Johnny Mnemonic,Johnny Mnemonic,18.106,5.75,1340,1995-05-26
Ring 2,リング 2,16.006,5.8,408,1999-01-23
High Life,High Life,13.587,5.7,1078,2018-09-26
Friday the 13th,Friday the 13th,41.519,5.7,2579,2009-02-11
Q,Q,11.8,5.748,422,1982-09-08
Man of the House,Man of the House,18.49,5.7,458,2005-02-25
Disturbing Behavior,Disturbing Behavior,15.828,5.7,367,1998-07-24
Lara Croft: Tomb Raider - The Cradle of Life,Lara Croft: Tomb Raider - The Cradle of Life,25.858,5.7,4168,2003-07-21
The Good German,The Good German,10.6,5.7,308,2006-12-15
The Midnight Sky,The Midnight Sky,21.928,5.7,1811,2020-12-10
Wrath of the Titans,Wrath of the Titans,42.557,5.7,4156,2012-03-28
Fool's Gold,Fool's Gold,18.835,5.7,1452,2008-02-07
True Memoirs of an International Assassin,True Memoirs of an International Assassin,17.311,5.7,776,2016-11-11
Rules Don't Apply,Rules Don't Apply,16.078,5.7,468,2016-11-23
We Are What We Are,We Are What We Are,10.699,5.7,544,2013-09-27
Downrange,Downrange,16.049,5.7,304,2018-05-25
Satan,Sheitan,11.524,5.743,348,2006-02-01
The Turning,The Turning,17.813,5.742,968,2020-01-23
The Dark Tower,The Dark Tower,39.838,5.7,5052,2017-08-03
Arthur and the Revenge of Maltazard,Arthur et la vengeance de Maltazard,24.485,5.742,1676,2009-11-26
Bubble Boy,Bubble Boy,15.723,5.7,559,2001-08-24
Color of Night,Color of Night,35.602,5.7,559,1994-08-19
You Choose!,L'Embarras du choix,7.497,5.7,306,2017-03-15
Pixels,Pixels,72.89,5.74,7480,2015-07-16
Masterminds,Masterminds,14.571,5.739,1717,2016-09-29
Abraham Lincoln: Vampire Hunter,Abraham Lincoln: Vampire Hunter,36.054,5.7,3303,2012-06-20
The Ring Two,The Ring Two,20.695,5.7,2251,2005-03-10
Taxi 3,Taxi 3,18.46,5.7,1486,2003-01-29
Ben-Hur,Ben-Hur,28.762,5.7,1645,2016-08-17
The Punisher,The Punisher,22.526,5.7,586,1989-10-05
The Whole Ten Yards,The Whole Ten Yards,19.99,5.7,938,2004-04-07
Things Heard & Seen,Things Heard & Seen,14.546,5.7,945,2021-04-29
Pet Sematary,Pet Sematary,24.805,5.7,3188,2019-04-04
Dragon Ball Z: Bio-Broly,ドラゴンボールＺ 超戦士撃破!!勝のはオレだ,33.956,5.7,512,1994-07-09
Miss Congeniality 2: Armed and Fabulous,Miss Congeniality 2: Armed and Fabulous,23.241,5.7,1814,2005-03-11
Three Steps Over Heaven,Tre metri sopra il cielo,15.538,5.735,685,2004-03-12
The Pink Panther 2,The Pink Panther 2,18.967,5.7,1109,2009-02-06
Maximum Risk,Maximum Risk,20.184,5.7,490,1996-09-13
Iron Sky,Iron Sky,17.541,5.7,1593,2012-04-04
Tales of Halloween,Tales of Halloween,10.812,5.7,486,2015-10-16
Cut Bank,Cut Bank,16.24,5.7,317,2014-10-04
The Gunman,The Gunman,14.958,5.733,941,2015-02-16
Life of Crime,Life of Crime,23.18,5.7,382,2013-09-14
The Ant Bully,The Ant Bully,24.636,5.7,1358,2006-07-28
The Vanishing,The Vanishing,19.169,5.7,698,2019-01-04
The Canal,The Canal,9.242,5.7,411,2014-10-10
Barely Lethal,Barely Lethal,16.988,5.7,1040,2015-04-23
Escape from Planet Earth,Escape from Planet Earth,20.412,5.731,751,2013-02-14
Chain Reaction,Chain Reaction,22.576,5.7,1050,1996-08-02
Masters of the Universe,Masters of the Universe,18.842,5.729,885,1987-08-07
The Happytime Murders,The Happytime Murders,19.742,5.7,981,2018-08-22
Boo! A Madea Halloween,Boo! A Madea Halloween,15.698,5.7,408,2016-10-21
A Beautiful Wife,Una moglie bellissima,10.284,5.7,469,2007-12-14
A Nice Girl Like You,A Nice Girl Like You,16.22,5.7,334,2020-07-18
Staying Alive,Staying Alive,17.658,5.7,461,1983-07-11
Cleanskin,Cleanskin,11.071,5.7,315,2012-03-08
Bratz,Bratz,16.163,5.7,433,2007-08-03
The Messengers,The Messengers,12.229,5.7,793,2007-02-02
The Heartbreak Kid,The Heartbreak Kid,26.22,5.7,1588,2007-10-05
Tall Girl 2,Tall Girl 2,21.599,5.7,363,2022-02-11
My Big Gay Italian Wedding,Puoi baciare lo sposo,10.452,5.724,303,2018-03-01
Fire Down Below,Fire Down Below,21.162,5.7,350,1997-09-05
Wrong Turn 4: Bloody Beginnings,Wrong Turn 4: Bloody Beginnings,53.092,5.7,1082,2011-10-17
Children of the Corn,Children of the Corn,19.001,5.723,981,1984-03-09
